epoch,accuracy,learning_rate,loss,top3_accuracy,val_accuracy,val_learning_rate,val_loss,val_top3_accuracy
0,0.27084439992904663,0.0010000000474974513,3.446019172668457,0.460966557264328,NA,NA,NA,NA
1,0.5098247528076172,0.0010000000474974513,2.295903444290161,0.7280934453010559,NA,NA,NA,NA
2,0.597450852394104,0.0010000000474974513,1.9850544929504395,0.8141263723373413,NA,NA,NA,NA
3,0.6229420900344849,0.0010000000474974513,1.8896571397781372,0.8247477412223816,NA,NA,NA,NA
4,0.6601168513298035,0.0010000000474974513,1.7327042818069458,0.8597981929779053,NA,NA,NA,NA
5,0.6994158029556274,0.0010000000474974513,1.6457587480545044,0.8746680617332458,NA,NA,NA,NA
6,0.7063196897506714,0.0010000000474974513,1.5931991338729858,0.8932554721832275,NA,NA,NA,NA
7,0.7243760228157043,0.0010000000474974513,1.5330379009246826,0.9049389362335205,NA,NA,NA,NA
8,0.7397769689559937,0.0010000000474974513,1.4851701259613037,0.9166224002838135,NA,NA,NA,NA
9,0.7657992839813232,0.0010000000474974513,1.419435739517212,0.9208709597587585,NA,NA,NA,NA
10,0.77588951587677,0.0010000000474974513,1.3913991451263428,0.9288369417190552,NA,NA,NA,NA
11,0.7886351346969604,0.0010000000474974513,1.35080885887146,0.9352097511291504,NA,NA,NA,NA
12,0.787041962146759,0.0010000000474974513,1.3714635372161865,0.9314923286437988,NA,NA,NA,NA
13,0.7960700988769531,0.0010000000474974513,1.3236984014511108,0.9405204653739929,NA,NA,NA,NA
14,0.7992565035820007,0.0010000000474974513,1.3213136196136475,0.9453000426292419,NA,NA,NA,NA
15,0.8157196044921875,0.0010000000474974513,1.2886807918548584,0.9511417746543884,NA,NA,NA,NA
16,0.8231545686721802,0.0010000000474974513,1.2675182819366455,0.9500796794891357,NA,NA,NA,NA
17,0.816781759262085,0.0010000000474974513,1.2692439556121826,0.9516728520393372,NA,NA,NA,NA
18,0.8311205506324768,0.0010000000474974513,1.24692964553833,0.9522039294242859,NA,NA,NA,NA
19,0.8305894732475281,0.0010000000474974513,1.2405319213867188,0.9569835662841797,NA,NA,NA,NA
